plate,unit,mainLines,minorLines
51B30400,HTX 19/5,150,
51B30414,HTX 19/5,150,
51B30417,HTX 19/5,150,
51B30434,HTX 19/5,150,
51B30457,HTX 19/5,150,
51B30482,HTX 19/5,150,
51B30484,HTX 19/5,150,
51B30487,HTX 19/5,150,
51B30501,HTX 19/5,150,
51B30513,HTX 19/5,150,
51B30514,HTX 19/5,150,
51B30516,HTX 19/5,150,
51B30517,HTX 19/5,150,
51B30533,HTX 19/5,150,
51B30535,HTX 19/5,150,
51B30542,HTX 19/5,150,
51B30545,HTX 19/5,150,
51B30550,HTX 19/5,150,
51B30576,HTX 19/5,150,
51B30580,HTX 19/5,150,
51B30581,HTX 19/5,150,
51B30587,HTX 19/5,150,
51B30590,HTX 19/5,150,
51B30658,HTX 19/5,150,
51B30661,HTX 19/5,150,
51B30760,HTX 19/5,150,
51B30770,HTX 19/5,150,
50F01036,CTY Bảo Yến,1,
50F01038,CTY Bảo Yến,1,
50F01052,CTY Bảo Yến,1,
50F01064,CTY Bảo Yến,1,
50F01071,CTY Bảo Yến,1,
50F01091,CTY Bảo Yến,1,
50F01131,CTY Bảo Yến,1,
50F01154,CTY Bảo Yến,1,
50F01156,CTY Bảo Yến,1,16
50F01164,CTY Bảo Yến,1,
50F01175,CTY Bảo Yến,1,
50F01177,CTY Bảo Yến,1,
50F01006,CTY Bảo Yến,4,
50F01020,CTY Bảo Yến,4,
50F01008,CTY Bảo Yến,4,
50F01093,CTY Bảo Yến,4,
50F01016,CTY Bảo Yến,4,
50F01009,CTY Bảo Yến,4,
50F01058,CTY Bảo Yến,4,
50F01033,CTY Bảo Yến,4,
50F01089,CTY Bảo Yến,4,
50F01069,CTY Bảo Yến,4,
50F01054,CTY Bảo Yến,4,
50F01030,CTY Bảo Yến,4,
50F01086,CTY Bảo Yến,4,16
50F01056,CTY Bảo Yến,4,
50F01062,CTY Bảo Yến,4,
50F01057,CTY Bảo Yến,4,
50F01012,CTY Bảo Yến,4,
50F01573,CTY Bảo Yến,4,
50F01688,CTY Bảo Yến,4,
50F01610,CTY Bảo Yến,43,
50F01674,CTY Bảo Yến,43,
50F01695,CTY Bảo Yến,43,16
50F01650,CTY Bảo Yến,43,
50F01644,CTY Bảo Yến,43,
50F01602,CTY Bảo Yến,43,
50F01619,CTY Bảo Yến,43,
50F01697,CTY Bảo Yến,43,16
50F01666,CTY Bảo Yến,43,
50F01657,CTY Bảo Yến,43,
50F01694,CTY Bảo Yến,43,
50F01630,CTY Bảo Yến,43,
50F01564,CTY Bảo Yến,65,
50F01537,CTY Bảo Yến,65,16
50F01503,CTY Bảo Yến,65,
50F01567,CTY Bảo Yến,65,
50F01532,CTY Bảo Yến,65,16
50F01569,CTY Bảo Yến,65,
50F01565,CTY Bảo Yến,65,
50F01589,CTY Bảo Yến,65,16
50F01561,CTY Bảo Yến,65,
50F01548,CTY Bảo Yến,65,16
50F01501,CTY Bảo Yến,65,
50F01505,CTY Bảo Yến,65,
50F01520,CTY Bảo Yến,65,
50F01502,CTY Bảo Yến,65,
50F01585,CTY Bảo Yến,65,
50F01554,CTY Bảo Yến,65,16
50F01580,CTY Bảo Yến,65,
50F01077,CTY Bảo Yến,152,16
50F01094,CTY Bảo Yến,152,16
50F01100,CTY Bảo Yến,152,
50F01028,CTY Bảo Yến,152,
50F01050,CTY Bảo Yến,152,
50F01097,CTY Bảo Yến,152,
50F01049,CTY Bảo Yến,152,
50F01061,CTY Bảo Yến,152,
50F01068,CTY Bảo Yến,152,
50F01034,CTY Bảo Yến,152,
50F01053,CTY Bảo Yến,152,
50F01023,CTY Bảo Yến,152,
50F01026,CTY Bảo Yến,152,
